날짜,시가,고가,저가,종가,거래량
2017-08-08,22178,22779,22178,22279,478659
2017-08-09,22277,22377,21576,21777,623624
2017-08-10,22076,22377,21475,21777,790214
2017-08-11,21576,22177,21375,22078,783638
2017-08-14,22580,22881,22279,22681,705373
2017-08-16,22982,23082,22781,22982,545437
2017-08-17,23182,23283,22781,22982,359227
2017-08-18,22681,23082,22580,22781,353415
2017-08-21,22880,23080,22680,22881,257439
2017-08-22,22981,23381,22680,23182,434151
2017-08-23,23383,23383,22982,23082,284841
2017-08-24,23181,23782,23181,23383,494534
2017-08-25,23584,23784,23383,23584,411686
2017-08-28,23683,23782,23382,23684,298415
2017-08-29,23483,24085,23383,23885,679797
2017-08-30,24587,25089,24487,24487,1279951
2017-08-31,24688,24989,24487,24688,615126
2017-09-01,24688,24688,24085,24487,509704
2017-09-04,23583,24485,23583,23985,727539
2017-09-05,24386,25288,24185,25189,1049572
2017-09-06,25289,25890,25088,25691,1081421
2017-09-07,25691,25892,25390,25491,635882
2017-09-08,25690,26091,25590,25992,654931
2017-09-11,26092,26492,25991,26193,664143
2017-09-12,26192,26291,25791,26193,640335
2017-09-13,26093,26093,25491,25591,972020
2017-09-14,25891,26693,25791,26494,2492580
2017-09-15,26594,27296,26293,27197,1146819
2017-09-18,27397,27598,27096,27197,718173
2017-09-19,27096,27498,26494,27498,646410
2017-09-20,27698,28903,27698,28602,1321516
2017-09-21,28901,29001,27999,28501,815469
2017-09-22,28099,28602,27498,27799,917817
2017-09-25,27297,28200,26896,27799,693111
2017-09-26,27799,28401,27799,28301,548612
2017-09-27,28399,28499,27999,28200,457782
2017-09-28,28200,28301,27898,28000,320185
2017-09-29,28200,29103,27999,28903,750550
2017-10-10,29504,30005,29203,29906,837504
2017-10-11,30006,30406,29705,30207,523485
2017-10-12,30408,32014,30308,32014,1304122
2017-10-13,32114,33720,30408,30609,2543079
2017-10-16,30206,31510,29303,31311,1723984
2017-10-17,31511,31911,30708,31612,719696
2017-10-18,31412,31412,29605,29806,1640427
2017-10-19,29906,30408,29103,29505,1065448
2017-10-20,29905,30406,29705,30107,667108
2017-10-23,29906,30407,29605,30308,565904
2017-10-24,30306,30707,30106,30107,467080
2017-10-25,30406,30506,29102,29304,768872
2017-10-26,29204,29204,27899,28100,1893626
2017-10-27,27999,28801,27396,28802,1032642
2017-10-30,28901,29403,28199,28501,652066
2017-10-31,28702,29304,28602,28903,465396
2017-11-01,29103,30407,28702,30308,1022580
2017-11-02,30607,30707,29905,30107,506579
2017-11-03,30308,30709,29405,30609,627354
2017-11-06,30808,30908,30407,30709,497572
2017-11-07,30810,31111,30508,30910,482499
2017-11-08,31009,31711,30909,31612,821591
2017-11-09,32014,32616,30007,30609,1633218
2017-11-10,30308,31311,30107,30609,737490
2017-11-13,30709,31211,30508,30910,604366
2017-11-14,30910,31311,30609,31111,516918
2017-11-15,31211,31311,30810,30910,491354
2017-11-16,30909,31209,30507,31010,420594
2017-11-17,31210,32012,31009,31612,718319
2017-11-20,31812,32313,31712,32114,714306
2017-11-21,32415,33318,32114,32315,1244207
2017-11-22,32313,32413,30708,31010,4520630
2017-11-23,31111,31311,30007,30007,1224919
2017-11-24,30107,30810,29405,29706,1274472
2017-11-27,29604,30306,29504,29605,771973
2017-11-28,29605,29706,29103,29204,651234
2017-11-29,29302,29403,28500,29103,1022981
2017-11-30,29101,29202,27095,27397,1808464
2017-12-01,27397,28301,27397,28100,867012
2017-12-04,28200,28702,27798,28000,481190
2017-12-05,27898,28299,26895,28200,779716
2017-12-06,27998,28700,27697,27698,470275
2017-12-07,27698,27899,26695,27197,813930
2017-12-08,27498,28200,27498,27799,565316
2017-12-11,28199,28199,27698,28100,284302
2017-12-12,28000,28802,27698,28301,445846
2017-12-13,28301,28501,27799,28301,283499
2017-12-14,28501,29103,28501,28903,639895
2017-12-15,29003,29103,28501,28602,345053
2017-12-18,27698,28000,26795,26996,1462446
2017-12-19,26795,27397,26394,27197,681961
2017-12-20,27094,27596,26794,26795,533044
2017-12-21,26896,26896,25892,25892,717635
2017-12-22,25690,26191,25389,25992,586870
2017-12-26,26193,26193,25089,25290,737536
2017-12-27,26093,28100,25992,28000,1561744
2017-12-28,28000,28401,26996,27498,948214
2018-01-02,28100,29504,28000,29405,1345951
2018-01-03,30205,30306,29203,29906,1154361
2018-01-04,30608,31911,30006,31311,2265019
2018-01-05,31510,31711,30507,31311,1067202
2018-01-08,32215,32616,31713,32014,1577403
2018-01-09,31711,32112,31009,31512,1010891
2018-01-10,31311,31813,29706,30007,1656798
2018-01-11,28499,29403,27697,28200,2474827
2018-01-12,29202,29202,27898,28200,1377402
2018-01-15,28400,29603,28400,29103,1265024
2018-01-16,29001,29101,28099,28200,1117873
2018-01-17,27899,27899,26695,26896,2415858
2018-01-18,26996,27799,26896,27197,1965579
2018-01-19,27296,27897,26895,27698,1132433
2018-01-22,27698,27899,27096,27197,815041
2018-01-23,27196,27696,27095,27397,965243
2018-01-24,27395,27696,26995,27096,760888
2018-01-25,27095,27596,26995,27096,649676
2018-01-26,27297,28301,27096,28100,1271640
2018-01-29,28299,28399,27798,27899,708612
2018-01-30,27899,28200,27598,27799,642199
2018-01-31,27598,28100,27096,28100,943362
2018-02-01,28100,28501,27598,28401,910082
2018-02-02,28500,29101,28400,28802,2099421
2018-02-05,28000,28100,26996,26996,1624472
2018-02-06,25389,26292,25088,26293,2291759
2018-02-07,26894,26994,25389,25390,1043100
2018-02-08,25489,26091,24988,25390,1044087
2018-02-09,24385,24987,23482,23684,2074927
2018-02-12,23883,24084,23382,23684,817489
2018-02-13,24085,24286,23784,23885,721603
2018-02-14,23984,25087,23884,24587,858572
2018-02-19,25288,25288,24687,24888,419351
2018-02-20,24888,24989,24387,24688,288935
2018-02-21,24788,25189,24487,24989,396493
2018-02-22,24987,25087,24486,24788,306321
2018-02-23,24787,24886,24486,24788,383787
2018-02-26,24989,24989,24587,24688,303789
2018-02-27,24887,26292,24887,26293,1272000
2018-02-28,26091,26592,25490,25691,857397
2018-03-02,25390,25792,24989,25591,474394
2018-03-05,25591,25691,24688,24688,417227
2018-03-06,25289,26894,25289,26594,1167882
2018-03-07,26693,26793,25891,25992,596902
2018-03-08,25991,26493,25791,26494,499256
2018-03-09,26695,27197,26293,26896,753680
2018-03-12,27295,27395,26995,27096,384411
2018-03-13,27196,28299,27095,28200,1320091
2018-03-14,28000,28100,27297,27498,703764
2018-03-15,27598,28401,27498,28401,950867
2018-03-16,28401,28702,27899,28301,1024727
2018-03-19,28098,28198,27296,27598,610095
2018-03-20,27196,28098,27095,27899,556447
2018-03-21,27897,28098,27597,27698,416757
2018-03-22,27497,27897,27196,27698,567619
2018-03-23,27094,27295,25991,26193,1233587
2018-03-26,25991,26592,25389,26293,962796
2018-03-27,26996,26996,26293,26394,451505
2018-03-28,25892,26193,25691,25892,462777
2018-03-29,25991,26291,25389,25992,437532
2018-03-30,26393,26793,26092,26494,447866
2018-04-02,26594,26795,25792,25892,454496
2018-04-03,25491,26193,25390,25792,483608
2018-04-04,25890,25890,24787,24788,730140
2018-04-05,25088,25290,24888,24989,299168
2018-04-06,25087,25187,24486,24587,376868
2018-04-09,24387,24587,24086,24387,547412
2018-04-10,24386,24786,24386,24587,322551
2018-04-11,24888,25089,24285,24387,379388
2018-04-12,24486,24587,24086,24086,367434
2018-04-13,24186,24487,23984,24186,368169
2018-04-16,24184,24184,23382,23483,815062
2018-04-17,23583,24084,23583,23684,399502
2018-04-18,24084,24385,23783,23985,495833
2018-04-19,23883,23883,23282,23383,648909
2018-04-20,23383,23584,22781,23082,650463
2018-04-23,22980,22980,22278,22279,669590
2018-04-24,22480,23182,22279,23082,473979
2018-04-25,23181,23883,22780,23182,607008
2018-04-26,23381,23582,22780,22881,366727
2018-04-27,23082,23182,22480,22781,402728
2018-04-30,22779,22879,22077,22279,618640
2018-05-02,22179,22982,21978,22982,526839
2018-05-03,22982,23383,22681,22781,350536
2018-05-04,22681,22781,22379,22480,251346
2018-05-08,22480,22681,22078,22480,331690
2018-05-09,22279,22681,22179,22681,332320
2018-05-10,22680,23682,22278,23483,840339
2018-05-11,23582,23682,23282,23483,367532
2018-05-14,22982,23283,22279,22681,657566
2018-05-15,22480,23082,22480,22982,320939
2018-05-16,22981,23481,22780,23483,466027
2018-05-17,23582,23782,23282,23383,338096
2018-05-18,23784,23884,22580,22781,819348
2018-05-21,22781,22982,22580,22781,176761
2018-05-23,22679,22980,22579,22580,285620
2018-05-24,22480,22881,22480,22681,208135
2018-05-25,22480,22881,22379,22480,257170
2018-05-28,22279,22379,21677,21677,679442
2018-05-29,21677,22078,21577,21677,318837
2018-05-30,21474,21575,20773,20874,600575
2018-05-31,20974,21275,20673,20774,470392
2018-06-01,20773,21474,20773,20974,452021
2018-06-04,20874,21777,20874,21677,432581
2018-06-05,21676,22478,21475,22379,477854
2018-06-07,22478,22779,21877,22379,355080
2018-06-08,22480,22781,22179,22681,393243
2018-06-11,22680,22980,22479,22881,251178
2018-06-12,22880,22980,22680,22881,180468
2018-06-14,22881,22881,22480,22480,250011
2018-06-15,22480,22480,21878,21978,336430
2018-06-18,21878,22078,21275,21577,405910
2018-06-19,21476,22179,21175,21376,250870
2018-06-20,21275,21878,21275,21677,290289
2018-06-21,21575,21876,21274,21476,172840
2018-06-22,21375,22980,21375,22881,651617
2018-06-25,22880,22980,22479,22881,345973
2018-06-26,22580,22681,22279,22480,250298
2018-06-27,22578,22779,22077,22279,311174
2018-06-28,22077,22578,21877,22379,221308
2018-06-29,22681,23182,22480,22982,579530
2018-07-02,23180,23381,22378,22379,415693
2018-07-03,22780,23080,22579,22881,314988
2018-07-04,22981,23682,22880,23483,846154
2018-07-05,23481,23782,23181,23383,348243
2018-07-06,23383,23483,22681,22982,383082
2018-07-09,22982,23584,22982,23584,394098
2018-07-10,23582,23682,23282,23483,222321
2018-07-11,23282,23481,23081,23383,250313
2018-07-12,23483,23684,23182,23584,444272
2018-07-13,23683,23883,23382,23684,302155
2018-07-16,23682,23782,23181,23383,236711
2018-07-17,23281,23381,22780,22881,372754
2018-07-18,23082,23383,22480,22681,351263
2018-07-19,22680,23180,22579,22881,267375
2018-07-20,22881,23182,22681,23082,184967
2018-07-23,23081,23481,22780,23182,346894
2018-07-24,23181,23682,23081,23483,502533
2018-07-25,23583,23683,23282,23684,310394
2018-07-26,23684,23784,23283,23584,262125
2018-07-27,23583,24084,23382,23985,568921
2018-07-30,23782,23883,23282,23383,308410
2018-07-31,23080,23281,22378,22580,654749
2018-08-01,22579,22779,22378,22580,276459
2018-08-02,22578,23080,22278,22279,311779
2018-08-03,22379,22681,22379,22681,169521
2018-08-06,22781,22982,22580,22781,189971
2018-08-07,22881,24086,22681,24086,742353
2018-08-08,24487,24989,23684,23885,1216684
2018-08-09,24285,25288,23984,25189,1622449
2018-08-10,25188,25990,24887,25691,1269641
2018-08-13,25388,25589,24586,24888,636617
2018-08-14,25089,25792,24688,25591,518080
2018-08-16,24989,25691,24888,25591,478674
2018-08-17,25792,25892,25390,25491,327327
2018-08-20,25491,25691,24888,24989,328660
2018-08-21,25087,25388,24887,24888,353528
2018-08-22,25189,25189,24587,24989,333939
2018-08-23,25088,25288,24787,25189,292057
2018-08-24,25087,25087,24687,24888,283256
2018-08-27,24887,25690,24887,25691,588666
2018-08-28,25489,25589,24787,25189,480764
2018-08-29,25088,25589,24887,25390,750163
2018-08-30,25389,25689,25188,25390,313774
2018-08-31,24887,25187,24687,25089,431909
2018-09-03,25089,25189,24285,24387,460200
2018-09-04,24387,24688,24186,24487,268355
2018-09-05,24485,24786,24285,24286,215419
2018-09-06,24387,24486,23884,24086,299195
2018-09-07,24086,24186,23784,24086,206174
2018-09-10,23885,24186,23784,23885,216152
2018-09-11,23782,23782,23282,23383,424870
2018-09-12,23383,24186,23383,24086,344739
2018-09-13,24285,24485,23984,24286,407528
2018-09-14,24186,24286,23784,24086,287642
2018-09-17,24186,24387,23684,24387,359811
2018-09-18,24487,24587,24086,24186,384132
2018-09-19,24284,24284,23382,23483,664304
2018-09-20,23684,23984,23483,23584,308838
2018-09-21,24385,24786,23783,23784,667099
2018-09-27,23885,24286,23885,24186,275536
2018-09-28,24085,24186,23885,23885,229927
2018-10-01,24084,24786,23984,23985,368677
2018-10-02,24184,24284,22981,23182,615909
2018-10-04,22982,23182,22279,22480,603136
2018-10-05,22179,22379,21777,21878,479642
2018-10-08,21577,22179,21577,21577,187871
2018-10-10,21374,21775,20873,20874,516278
2018-10-11,20069,20471,19769,19770,957608
2018-10-12,19770,20473,19589,20272,537122
2018-10-15,20272,20473,19911,19931,219792
2018-10-16,19931,20272,19931,20172,183949
2018-10-17,20673,20673,20071,20172,302780
2018-10-18,20071,20372,20011,20172,173176
2018-10-19,20071,20473,19891,20272,268396
2018-10-22,20372,20874,20172,20573,208316
2018-10-23,20573,20774,20071,20172,194001
2018-10-24,20272,20372,19850,19911,312593
2018-10-25,19527,19527,18464,18907,1024715
2018-10-26,19068,19168,18044,18245,653419
2018-10-29,18042,18544,17501,17582,599252
2018-10-30,17260,18283,17260,18164,521229
2018-10-31,18244,18624,18003,18385,336787
2018-11-01,18464,19186,18444,18686,372853
2018-11-02,19108,19770,18887,19710,409600
2018-11-05,19469,19549,19007,19168,339846
2018-11-06,19208,19569,19068,19389,195992
2018-11-07,19487,19608,19107,19188,269320
2018-11-08,19649,20471,19629,20071,644793
2018-11-09,20071,20473,19810,20172,292309
2018-11-12,20272,20372,20071,20272,201208
2018-11-13,19829,20371,19809,20372,278476
2018-11-14,20572,20872,20371,20673,281601
2018-11-15,20572,20873,20371,20874,170612
2018-11-16,21075,21275,20473,20573,206149
2018-11-19,20572,21575,20572,21476,346393
2018-11-20,21375,21575,21074,21476,234825
2018-11-21,21075,21577,20974,21577,206018
2018-11-22,21476,21577,21275,21376,143409
2018-11-23,21476,21978,21275,21677,242633
2018-11-26,21576,22679,21576,22580,460406
2018-11-27,22681,22881,22078,22179,270808
2018-11-28,22379,22681,22279,22480,185906
2018-11-29,22681,22881,22279,22480,263008
2018-11-30,22479,22679,22378,22580,346553
2018-12-03,22982,23082,22580,22781,262030
2018-12-04,22881,23082,22681,22781,264857
2018-12-05,22480,23082,22379,22982,222316
2018-12-06,23081,23584,22982,23283,396531
2018-12-07,23383,23483,22480,22982,354995
2018-12-10,22679,22779,22077,22279,331087
2018-12-11,22076,22177,21375,21476,461496
2018-12-12,21475,22277,21174,22078,393740
2018-12-13,22378,22980,22178,22379,494887
2018-12-14,22177,22377,21877,22078,196803
2018-12-17,22078,22480,21777,22179,173155
2018-12-18,21776,22277,21475,21777,188963
2018-12-19,21777,21878,21275,21677,218497
2018-12-20,21474,21474,20271,20673,579446
2018-12-21,20572,20973,20271,20974,429650
2018-12-24,20974,20974,20071,20272,320266
2018-12-26,19868,20170,19669,19770,492532
2018-12-27,20171,20471,20070,20372,217247
2018-12-28,20271,20972,20271,20673,190847
2019-01-02,20774,21075,20372,20473,173462
2019-01-03,20573,21175,20172,20573,293989
2019-01-04,20473,20874,20372,20774,251728
2019-01-07,21073,21474,20472,20673,378153
2019-01-08,20571,20671,19970,20051,450462
2019-01-09,20172,20573,20071,20473,357096
2019-01-10,20272,20673,20172,20272,291573
2019-01-11,20272,20774,20272,20473,180561
2019-01-14,20471,20471,20030,20071,243305
2019-01-15,20069,20571,19970,20051,381581
2019-01-16,20170,20270,20030,20071,217209
2019-01-17,20069,20471,19769,19770,434803
2019-01-18,19870,20051,19850,19991,291588
2019-01-21,20049,20069,19809,19830,252620
2019-01-22,19951,20573,19931,20473,448490
2019-01-23,20372,20673,20172,20573,360462
2019-01-24,20573,20774,20272,20473,282408
2019-01-25,20372,20673,20272,20573,355017
2019-01-28,20673,20874,20372,20473,275296
2019-01-29,20372,20473,20272,20473,225138
2019-01-30,20471,20571,19970,20051,565397
2019-01-31,20172,20172,19830,19931,546040
2019-02-01,19951,20172,19911,19991,388183
2019-02-07,20069,20069,19809,19870,307297
2019-02-08,19810,19891,19690,19710,314884
2019-02-11,19768,19808,19127,19188,906796
2019-02-12,19187,19367,18725,19268,599314
2019-02-13,19369,19850,19168,19690,519566
2019-02-14,19630,20272,19288,20172,849160
2019-02-15,20371,20772,20171,20372,653634
2019-02-18,20573,20673,20272,20473,355745
2019-02-19,20370,20471,20070,20071,231131
2019-02-20,20172,20272,19770,20011,387109
2019-02-21,20029,20270,19829,19850,328444
2019-02-22,19971,20172,19830,19931,294247
2019-02-25,19951,20031,19690,19730,370483
2019-02-26,19750,20774,19750,20774,1238902
2019-02-27,20974,21175,20673,21075,551979
2019-02-28,21075,21376,20774,20774,733261
2019-03-04,21174,21876,21074,21777,853038
2019-03-05,21677,21677,21175,21376,472504
2019-03-06,21474,21675,20873,21175,298220
2019-03-07,21173,21474,20773,20974,330354
2019-03-08,21878,21978,21376,21577,792787
2019-03-11,21675,21675,20973,21275,276026
2019-03-12,21376,21476,20774,20774,380777
2019-03-13,20873,21374,20773,20874,240466
2019-03-14,21075,21577,20974,21376,444051
2019-03-15,21376,21777,21376,21577,463768
2019-03-18,21677,21777,21476,21577,197291
2019-03-19,21577,21777,20573,20573,605054
2019-03-20,20673,20774,20071,20473,492001
2019-03-21,20473,20874,20372,20573,230173
2019-03-22,20672,20972,20672,20874,239614
2019-03-25,20473,20874,20372,20473,171747
2019-03-26,20572,21173,20472,20874,257452
2019-03-27,20974,20974,20473,20573,208707
2019-03-28,20473,20874,20473,20573,162966
2019-03-29,20673,20874,20573,20774,153823
2019-04-01,20772,20872,20472,20673,216132
2019-04-02,20774,20874,20473,20774,227338
2019-04-03,20673,20874,20473,20573,294101
2019-04-04,20573,20673,20372,20573,261063
2019-04-05,20573,20673,20473,20573,132105
2019-04-08,20673,20774,20372,20473,203479
2019-04-09,20473,20473,20071,20172,383038
2019-04-10,20272,20673,20172,20573,263334
2019-04-11,20673,20673,20372,20573,253796
2019-04-12,20573,20573,20372,20573,162349
2019-04-15,20874,22179,20673,22179,1228969
2019-04-16,22780,23684,22580,23584,1744272
2019-04-17,23483,23884,23182,23584,653103
2019-04-18,23883,23983,23282,23383,443925
2019-04-19,23481,23883,23081,23483,329620
2019-04-22,23683,24184,23482,23684,457505
2019-04-23,23782,23983,23282,23383,259471
2019-04-24,23583,23782,23181,23684,443136
2019-04-25,23584,23684,23081,23283,292233
2019-04-26,23182,23584,22681,23082,366725
2019-04-29,23181,23984,22880,23985,512703
2019-04-30,23884,24286,23784,24086,494890
2019-05-02,24085,24989,23985,24688,742545
2019-05-03,25289,25890,25188,25691,1098989
2019-05-07,25290,26093,25290,25591,664716
2019-05-08,25390,26093,25189,25792,700167
2019-05-09,26793,26793,25389,25390,1352763
2019-05-10,25792,26293,25591,26093,1006921
2019-05-13,26193,26193,25491,25792,584824
2019-05-14,25491,27096,25390,26896,1360661
2019-05-15,27195,27295,26092,26494,1241060
2019-05-16,26593,26894,26192,26795,558891
2019-05-17,25892,25992,24888,24989,5222004
2019-05-20,25389,25790,25188,25390,899474
2019-05-21,25388,25589,25088,25089,694961
2019-05-22,25188,25388,24386,25189,840648
2019-05-23,25087,25489,24787,24888,425136
2019-05-24,24687,24887,24185,24888,766145
2019-05-27,25089,25390,24186,24487,550142
2019-05-28,24285,25089,24186,24688,565899
2019-05-29,24587,24788,24186,24387,323116
2019-05-30,24487,25189,24487,24989,460680
2019-05-31,24888,25290,24688,24989,325040
2019-06-03,24786,25187,24486,24587,316035
2019-06-04,24585,24886,23382,23985,847685
2019-06-05,24286,24387,23984,24186,307665
2019-06-07,24086,24186,23584,24086,537162
2019-06-10,24085,25087,23884,24888,506951
2019-06-11,24888,25088,24587,24989,244302
2019-06-12,24987,25087,24586,24888,212619
2019-06-13,24887,25589,24787,25390,747390
2019-06-14,25489,25689,24988,25089,357300
2019-06-17,25089,25089,24285,24387,349662
2019-06-18,24385,24686,24085,24286,344107
2019-06-19,24587,24587,24286,24487,178919
2019-06-20,24487,24888,24085,24487,287954
2019-06-21,24988,25689,24887,25390,808423
2019-06-24,25491,25691,25189,25290,306333
2019-06-25,25891,26291,25590,26193,956899
2019-06-26,26291,26592,25891,25992,516097
2019-06-27,26293,26794,26093,26394,704159
2019-06-28,26394,26695,26093,26394,362354
2019-07-01,26592,26693,25891,25992,433735
2019-07-02,25992,26394,25691,26394,264488
2019-07-03,26392,26492,26092,26293,300667
2019-07-04,26292,26593,25991,26594,362634
2019-07-05,26694,26894,26393,26795,458417
2019-07-08,26793,26793,25690,25691,581000
2019-07-09,25791,26492,25690,26293,463640
2019-07-10,26492,26492,25891,26293,312943
2019-07-11,26291,26693,26192,26193,525918
2019-07-12,26293,26594,25992,26394,300566
2019-07-15,26594,27297,26293,26695,783546
2019-07-16,26795,26896,26494,26695,323628
2019-07-17,26492,26592,25991,26293,328637
2019-07-18,26193,26594,26193,26394,170819
2019-07-19,26493,27195,26393,27096,656218
2019-07-22,26996,27297,26795,26896,408551
2019-07-23,26896,27397,26695,27297,469494
2019-07-24,27297,27698,26896,27297,692256
2019-07-25,27295,27295,25690,26293,1295817
2019-07-26,25891,26492,25490,26293,701403
2019-07-29,26093,26494,25691,25892,368682
2019-07-30,25792,25992,25290,25290,467439
2019-07-31,25089,25691,24989,25491,294609
2019-08-01,25289,25790,25188,25390,249194
2019-08-02,25290,26093,24788,25792,444403
2019-08-05,25689,25890,24386,24587,597268
2019-08-06,23783,24989,23584,24487,714349
2019-08-07,24987,25087,24386,24788,424495
2019-08-08,25691,25892,25189,25491,956084
2019-08-09,25690,26693,25590,26494,780515
2019-08-12,26695,26795,25992,26093,265084
2019-08-13,26093,26594,25892,26394,361927
2019-08-14,26693,26693,25891,26193,338519
2019-08-16,25991,26091,25690,25992,300046
2019-08-19,26192,26392,25991,26193,222446
2019-08-20,26292,26493,25991,26494,369383
2019-08-21,26293,26695,26193,26394,284628
2019-08-22,26394,27096,26394,26695,597184
2019-08-23,26494,26795,26193,26695,414033
2019-08-26,26092,26693,25991,26594,374958
2019-08-27,26795,27096,26695,26896,499775
2019-08-28,26894,27094,26593,26795,255507
2019-08-29,26695,26795,26293,26695,351957
2019-08-30,26896,27197,26896,26996,402408
2019-09-02,26895,27598,26795,27498,575791
2019-09-03,27597,27696,27296,27598,291503
2019-09-04,27498,27899,27397,27799,431250
2019-09-05,27696,27897,26995,27096,598646
2019-09-06,27096,27397,27096,27297,191271
2019-09-09,27096,27197,26494,26695,673204
2019-09-10,26695,27197,26594,27197,310565
2019-09-11,27197,27297,26695,26695,734465
2019-09-16,26994,27094,26292,26494,413424
2019-09-17,26493,26894,26493,26494,326141
2019-09-18,26695,27498,26695,27498,684630
2019-09-19,27397,27598,27096,27197,242822
2019-09-20,27197,27197,26695,27197,358235
2019-09-23,27096,27397,26996,26996,207227
2019-09-24,27095,27697,26995,27698,466753
2019-09-25,27598,27799,27297,27297,301919
2019-09-26,27496,27596,27095,27397,210766
2019-09-27,27397,27397,26996,27197,168760
2019-09-30,26996,27296,26896,27197,202006
2019-10-01,27296,27696,27296,27598,252319
2019-10-02,27397,27498,27197,27197,152309
2019-10-04,26994,27295,26794,26795,238417
2019-10-07,26896,27096,26695,26996,344020
2019-10-08,26996,27096,26795,26996,224907
2019-10-10,26694,27496,26593,27397,694345
2019-10-11,27395,27596,26995,27096,238584
2019-10-14,27297,27397,26896,26996,317555
2019-10-15,27096,27096,26695,26896,190243
2019-10-16,26894,26994,25791,26494,753513
2019-10-17,26392,26592,25891,26193,618170
2019-10-18,26292,26793,26292,26594,332984
2019-10-21,26593,26894,26292,26795,214102
2019-10-22,26896,27297,26896,27297,337570
2019-10-23,27297,28100,27197,28100,1045771
2019-10-24,28200,28501,27898,28000,490092
2019-10-25,28100,28301,28000,28100,196552
2019-10-28,28501,29103,28000,28100,665988
2019-10-29,28401,28501,27698,28000,367213
2019-10-30,28198,28198,27597,27698,251362
2019-10-31,27899,28903,27799,28401,726151
2019-11-01,28602,29304,28501,29204,717046
2019-11-04,29405,29605,29204,29405,436509
2019-11-05,29304,29906,29204,29806,502806
2019-11-06,29906,30308,29706,30308,516744
2019-11-07,30508,31010,29505,30308,1222184
2019-11-08,30507,31109,30307,30508,900774
2019-11-11,30709,31111,30508,30910,509809
2019-11-12,30910,31010,30508,30810,396292
2019-11-13,30609,30910,30308,30810,376959
2019-11-14,31009,31109,30507,31010,651414
2019-11-15,31010,31211,30810,31211,281084
2019-11-18,31210,31711,31210,31612,372362
2019-11-19,31612,31612,31211,31412,323233
2019-11-20,31311,31913,31211,31412,332676
2019-11-21,31412,31512,30308,30910,666854
2019-11-22,30708,31209,30507,30709,335038
2019-11-25,30810,31412,30810,31412,300270
2019-11-26,31511,31811,31411,31612,361401
2019-11-27,31811,31911,31411,31612,294619
2019-11-28,31411,31610,31210,31512,218221
2019-11-29,31311,31913,30810,31211,471253
2019-12-02,31311,31412,30810,31412,250192
2019-12-03,31210,31511,30909,31512,235453
2019-12-04,31310,31310,31009,31311,233141
2019-12-05,31211,31311,29806,30007,841460
2019-12-06,29906,30910,29906,30810,415390
2019-12-09,30908,31008,30307,30408,267330
2019-12-10,30107,30408,29505,30007,516074
2019-12-11,30205,30205,29604,30107,480071
2019-12-12,30308,30408,29905,30007,710378
2019-12-13,30207,30308,29806,30308,456822
2019-12-16,30307,30506,30106,30408,297095
2019-12-17,30406,30506,30006,30207,275832
2019-12-18,30207,30508,30007,30308,252752
2019-12-19,30205,30306,29905,30107,175849
2019-12-20,30106,30707,30006,30107,545445
2019-12-23,30308,30308,29706,29806,283403
2019-12-24,29706,30107,29003,29405,367817
2019-12-26,29304,29706,29304,29706,320921
2019-12-27,30007,30910,29906,30810,690548
2019-12-30,30910,31111,30709,30810,428587
2020-01-02,30909,31010,30508,30609,241047
2020-01-03,30810,31111,30308,30609,314848
2020-01-06,30206,31109,30106,31010,393715
2020-01-07,31110,32113,31009,32114,840186
2020-01-08,31813,32516,31412,32014,851619
2020-01-09,32816,33216,32615,32917,878319
2020-01-10,33118,33419,32716,33118,401906
2020-01-13,33217,33618,33117,33519,475667
2020-01-14,33618,33818,33217,33519,423286
2020-01-15,33518,34220,33418,34121,462119
2020-01-16,34120,34521,34120,34422,260049
2020-01-17,34420,34621,33719,33820,354724
2020-01-20,33919,34119,33518,33820,380510
2020-01-21,33820,33921,32817,33118,389155
2020-01-22,33317,33919,33016,33318,504350
2020-01-23,33718,33718,33016,33218,323420
2020-01-28,32114,32817,32014,32616,513228
2020-01-29,33218,33318,32616,32817,255167
2020-01-30,32716,33218,32215,32516,418908
2020-01-31,32614,32915,31812,31913,346067
2020-02-03,31311,32215,31311,32014,423907
2020-02-04,32414,33216,32214,33017,394773
2020-02-05,33417,33517,32414,32716,456954
2020-02-06,33217,33718,32816,33318,552044
2020-02-07,33519,34222,33318,33620,522100
2020-02-10,33620,34021,33318,33921,375209
2020-02-11,33920,34120,33719,34121,307120
2020-02-12,34021,34523,33720,34523,407917
2020-02-13,35025,36430,34824,35928,1877980
2020-02-14,36329,37032,35928,36129,948085
2020-02-17,36129,36530,35928,36229,329408
2020-02-18,36229,36831,35928,36530,587253
2020-02-19,36931,38236,36831,38136,1362998
2020-02-20,38235,38435,37733,38236,547405
2020-02-21,37834,38435,37633,38035,558497
2020-02-24,37030,37331,36529,36831,792733
2020-02-25,36529,37331,36128,37232,596763
2020-02-26,36830,37230,36429,36931,516378
2020-02-27,36929,37230,35425,35827,785062
2020-02-28,35025,35426,34222,34523,1022917
2020-03-02,35025,35426,34021,35125,793495
2020-03-03,36229,36329,35125,35125,629017
2020-03-04,34923,36327,34923,36028,709188
2020-03-05,36628,36729,35425,36028,821744
2020-03-06,35424,35825,34923,35225,568424
2020-03-09,34322,34422,33318,33620,805638
2020-03-10,33017,35025,32917,34724,950875
